,created_at,member_id,screen_name,text,textLength,verified_type,user_description,user
440,2020-01-19,4462410360369244,金沅宝Gold,交通运输部 发展改革委 生态环境部 住房城乡建设部关于印发长江经济带船舶和港口污染突出问题整治方案的通知 #期货# #股市# #螺纹钢# #铁矿石# #PTA# #豆粕# #原油# #苹果# #菜粕#,175,0,没有时间谈共振，离开突破谈背离,"{'id': 2782068241, 'screen_name': '金沅宝Gold', 'profile_image_url': 'https://tva2.sinaimg.cn/crop.1.0.404.404.180/a5d2fe11jw1ew4jvbye9vj20bb0hqn0m.jpg?KID=imgbed,tva&Expires=1583221356&ssig=IaezGGSFtL', 'profile_url': 'https://m.weibo.cn/u/2782068241?uid=2782068241&luicode=10000011&lfid=100103type%3D1%26q%3D%23%E8%8B%B9%E6%9E%9C%23', 'statuses_count': 16958, 'verified': True, 'verified_type': 0, 'verified_type_ext': 0, 'verified_reason': '财经博主', 'close_blue_v': False, 'description': '没有时间谈共振，离开突破谈背离', 'gender': 'm', 'mbtype': 0, 'urank': 14, 'mbrank': 0, 'follow_me': False, 'following': False, 'followers_count': 7359, 'follow_count': 245, 'cover_image_phone': 'https://tva1.sinaimg.cn/crop.0.0.640.640.640/549d0121tw1egm1kjly3jj20hs0hsq4f.jpg', 'avatar_hd': 'https://ww2.sinaimg.cn/orj480/a5d2fe11jw1ew4jvbye9vj20bb0hqn0m.jpg', 'like': False, 'like_me': False, 'badge': {'bind_taobao': 1, 'unread_pool': 1, 'unread_pool_ext': 1, 'dzwbqlx_2016': 1, 'follow_whitelist_video': 1, 'super_star_2017': 1, 'panda': 1, 'user_name_certificate': 1, 'suishoupai_2018': 1, 'wenchuan_10th': 1, 'wenda_v2': 1, 'national_day_2018': 1, 'hongbaofei_2019': 1, 'china_2019': 1, 'hongkong_2019': 1, 'gongjiri_2019': 1, 'hongbao_2020': 2, 'feiyan_2020': 1}}"
441,2020-01-19,4462410347746851,马倩倩Angle,给辛苦了一年的自己一份感谢 2020年的第一笔工资大部分已经飞走啦 #苹果#,78,-1,愿有人，许你一人以偏爱。,"{'id': 3029618125, 'screen_name': '马倩倩Angle', 'profile_image_url': 'https://tvax2.sinaimg.cn/crop.0.0.512.512.180/b4944dcdly8g5q4hlw1olj20e80e8my0.jpg?KID=imgbed,tva&Expires=1583221356&ssig=LSx4Fhqory', 'profile_url': 'https://m.weibo.cn/u/3029618125?uid=3029618125&luicode=10000011&lfid=100103type%3D1%26q%3D%23%E8%8B%B9%E6%9E%9C%23', 'statuses_count': 447, 'verified': False, 'verified_type': -1, 'close_blue_v': False, 'description': '愿有人，许你一人以偏爱。', 'gender': 'f', 'mbtype': 0, 'urank': 14, 'mbrank': 0, 'follow_me': False, 'following': False, 'followers_count': 122, 'follow_count': 282, 'cover_image_phone': 'https://tva2.sinaimg.cn/crop.0.0.640.640.640/a1d3feabjw1ecatccqmkbj20hs0hsmzb.jpg', 'avatar_hd': 'https://wx2.sinaimg.cn/orj480/b4944dcdly8g5q4hlw1olj20e80e8my0.jpg', 'like': False, 'like_me': False, 'badge': {'unread_pool': 1, 'user_name_certificate': 1, 'suishoupai_2018': 2, 'hongbao_2020': 2}}"
442,2020-01-19,4462408246555889,金沅宝Gold,【2020年底部分城市商场等场所禁止使用不可降解塑料袋】 #期货# #股市# #螺纹钢# #铁矿石# #PTA# #豆粕# #原油# #苹果# #菜粕# 根据发改委、生态环境部今日发布的关于进一步加强塑料污染治理的意见，到2020年底，直辖市、省会城市、计划单列市城市建成区的商场、超市、药店、书店等场所以及餐 ... 全文,496,0,没有时间谈共振，离开突破谈背离,"{'id': 2782068241, 'screen_name': '金沅宝Gold', 'profile_image_url': 'https://tva2.sinaimg.cn/crop.1.0.404.404.180/a5d2fe11jw1ew4jvbye9vj20bb0hqn0m.jpg?KID=imgbed,tva&Expires=1583221356&ssig=IaezGGSFtL', 'profile_url': 'https://m.weibo.cn/u/2782068241?uid=2782068241&luicode=10000011&lfid=100103type%3D1%26q%3D%23%E8%8B%B9%E6%9E%9C%23', 'statuses_count': 16958, 'verified': True, 'verified_type': 0, 'verified_type_ext': 0, 'verified_reason': '财经博主', 'close_blue_v': False, 'description': '没有时间谈共振，离开突破谈背离', 'gender': 'm', 'mbtype': 0, 'urank': 14, 'mbrank': 0, 'follow_me': False, 'following': False, 'followers_count': 7359, 'follow_count': 245, 'cover_image_phone': 'https://tva1.sinaimg.cn/crop.0.0.640.640.640/549d0121tw1egm1kjly3jj20hs0hsq4f.jpg', 'avatar_hd': 'https://ww2.sinaimg.cn/orj480/a5d2fe11jw1ew4jvbye9vj20bb0hqn0m.jpg', 'like': False, 'like_me': False, 'badge': {'bind_taobao': 1, 'unread_pool': 1, 'unread_pool_ext': 1, 'dzwbqlx_2016': 1, 'follow_whitelist_video': 1, 'super_star_2017': 1, 'panda': 1, 'user_name_certificate': 1, 'suishoupai_2018': 1, 'wenchuan_10th': 1, 'wenda_v2': 1, 'national_day_2018': 1, 'hongbaofei_2019': 1, 'china_2019': 1, 'hongkong_2019': 1, 'gongjiri_2019': 1, 'hongbao_2020': 2, 'feiyan_2020': 1}}"
443,2020-01-18,4462099160267702,尹口羊Erfolg,1.18 #育碧# 影业与 #苹果# #Apple# TV+联合制作的喜剧剧集《神话探求：渡鸦的盛宴（个人暂译）》《Mythic Quest: Raven’s Banquet》第二支预告。更多详情请见 网页链接 ————分隔线———— 呃，看完这预告的质量，个人有种很不好的预感…… 尹口羊Erfolg的微博视频,258,0,一点浩然气 千里快哉风 育碧中国首批第二名“星玩家”,"{'id': 1711264110, 'screen_name': '尹口羊Erfolg', 'profile_image_url': 'https://tvax1.sinaimg.cn/crop.0.0.1000.1000.180/65ffd16ely8fojyfqgqyjj20rs0rs7wh.jpg?KID=imgbed,tva&Expires=1583221356&ssig=NJDQAFEJ%2Fm', 'profile_url': 'https://m.weibo.cn/u/1711264110?uid=1711264110&luicode=10000011&lfid=100103type%3D1%26q%3D%23%E8%8B%B9%E6%9E%9C%23', 'statuses_count': 9750, 'verified': True, 'verified_type': 0, 'verified_type_ext': 0, 'verified_reason': '知名游戏博主 游戏视频自媒体', 'close_blue_v': False, 'description': '一点浩然气 千里快哉风 育碧中国首批第二名“星玩家”', 'gender': 'm', 'mbtype': 12, 'urank': 48, 'mbrank': 6, 'follow_me': False, 'following': False, 'followers_count': 63670, 'follow_count': 84, 'cover_image_phone': 'https://tva3.sinaimg.cn/crop.0.0.640.640.640/6ce2240djw1e9odcin216j20hs0hstd8.jpg', 'avatar_hd': 'https://wx1.sinaimg.cn/orj480/65ffd16ely8fojyfqgqyjj20rs0rs7wh.jpg', 'like': False, 'like_me': False, 'badge': {'anniversary': 1, 'follow_whitelist_video': 1, 'panda': 1, 'user_name_certificate': 1, 'worldcup_2018': 34, 'fu_2019': 1, 'suishoupai_2019': 1, 'china_2019': 1, 'gongjiri_2019': 1, 'hongbao_2020': 2}}"
444,2020-01-19,4462404823845528,金沅宝Gold,【我国全面禁止废塑料进口】 #期货# #股市# #螺纹钢# #铁矿石# #PTA# #豆粕# #原油# #苹果# #菜粕# 期货# 根据19日发布的关于进一步加强塑料污染治理的意见，禁止生产和销售厚度小于0.025毫米的超薄塑料购物袋、厚度小于0.01毫米的聚乙烯农用地膜。禁止以医疗废物为原料制造塑料制品。全面禁止废塑料进 ... 全文,418,0,没有时间谈共振，离开突破谈背离,"{'id': 2782068241, 'screen_name': '金沅宝Gold', 'profile_image_url': 'https://tva2.sinaimg.cn/crop.1.0.404.404.180/a5d2fe11jw1ew4jvbye9vj20bb0hqn0m.jpg?KID=imgbed,tva&Expires=1583221356&ssig=IaezGGSFtL', 'profile_url': 'https://m.weibo.cn/u/2782068241?uid=2782068241&luicode=10000011&lfid=100103type%3D1%26q%3D%23%E8%8B%B9%E6%9E%9C%23', 'statuses_count': 16958, 'verified': True, 'verified_type': 0, 'verified_type_ext': 0, 'verified_reason': '财经博主', 'close_blue_v': False, 'description': '没有时间谈共振，离开突破谈背离', 'gender': 'm', 'mbtype': 0, 'urank': 14, 'mbrank': 0, 'follow_me': False, 'following': False, 'followers_count': 7359, 'follow_count': 245, 'cover_image_phone': 'https://tva1.sinaimg.cn/crop.0.0.640.640.640/549d0121tw1egm1kjly3jj20hs0hsq4f.jpg', 'avatar_hd': 'https://ww2.sinaimg.cn/orj480/a5d2fe11jw1ew4jvbye9vj20bb0hqn0m.jpg', 'like': False, 'like_me': False, 'badge': {'bind_taobao': 1, 'unread_pool': 1, 'unread_pool_ext': 1, 'dzwbqlx_2016': 1, 'follow_whitelist_video': 1, 'super_star_2017': 1, 'panda': 1, 'user_name_certificate': 1, 'suishoupai_2018': 1, 'wenchuan_10th': 1, 'wenda_v2': 1, 'national_day_2018': 1, 'hongbaofei_2019': 1, 'china_2019': 1, 'hongkong_2019': 1, 'gongjiri_2019': 1, 'hongbao_2020': 2, 'feiyan_2020': 1}}"
445,2020-01-19,4462398049694555,金沅宝Gold,【《关于进一步加强塑料污染治理的意见》公布】 #期货# #股市# #螺纹钢# #铁矿石# #PTA# #豆粕# #原油# #苹果# #菜粕# 国家发展改革委、生态环境部今天（19日）公布《关于进一步加强塑料污染治理的意见》，到2020年底，我国将率先在部分地区、部分领域禁止、限制部分塑料制品的生产、销售和使 ... 全文,346,0,没有时间谈共振，离开突破谈背离,"{'id': 2782068241, 'screen_name': '金沅宝Gold', 'profile_image_url': 'https://tva2.sinaimg.cn/crop.1.0.404.404.180/a5d2fe11jw1ew4jvbye9vj20bb0hqn0m.jpg?KID=imgbed,tva&Expires=1583221356&ssig=IaezGGSFtL', 'profile_url': 'https://m.weibo.cn/u/2782068241?uid=2782068241&luicode=10000011&lfid=100103type%3D1%26q%3D%23%E8%8B%B9%E6%9E%9C%23', 'statuses_count': 16958, 'verified': True, 'verified_type': 0, 'verified_type_ext': 0, 'verified_reason': '财经博主', 'close_blue_v': False, 'description': '没有时间谈共振，离开突破谈背离', 'gender': 'm', 'mbtype': 0, 'urank': 14, 'mbrank': 0, 'follow_me': False, 'following': False, 'followers_count': 7359, 'follow_count': 245, 'cover_image_phone': 'https://tva1.sinaimg.cn/crop.0.0.640.640.640/549d0121tw1egm1kjly3jj20hs0hsq4f.jpg', 'avatar_hd': 'https://ww2.sinaimg.cn/orj480/a5d2fe11jw1ew4jvbye9vj20bb0hqn0m.jpg', 'like': False, 'like_me': False, 'badge': {'bind_taobao': 1, 'unread_pool': 1, 'unread_pool_ext': 1, 'dzwbqlx_2016': 1, 'follow_whitelist_video': 1, 'super_star_2017': 1, 'panda': 1, 'user_name_certificate': 1, 'suishoupai_2018': 1, 'wenchuan_10th': 1, 'wenda_v2': 1, 'national_day_2018': 1, 'hongbaofei_2019': 1, 'china_2019': 1, 'hongkong_2019': 1, 'gongjiri_2019': 1, 'hongbao_2020': 2, 'feiyan_2020': 1}}"
446,2020-01-19,4462391863431037,科技小天,#苹果# 苹果接下来的5g手机 成本会增加500元 但是售价不会变 想想是不是很良心？ 其实苹果一直卖的是技术。 好像一部iPhone11成本价在4千元以下。 你想想中间的利润 但是每个用苹果的人都可以心服口服的认同这部手机对吗？,206,0,私信看到都会回！感谢关注 ！！爱你们！！！,"{'id': 1967280501, 'screen_name': '科技小天', 'profile_image_url': 'https://tvax1.sinaimg.cn/crop.0.0.1002.1002.180/75425175ly8gb5thgu9kdj20ru0rudh8.jpg?KID=imgbed,tva&Expires=1583221388&ssig=HMgRgZHoUs', 'profile_url': 'https://m.weibo.cn/u/1967280501?uid=1967280501&luicode=10000011&lfid=100103type%3D1%26q%3D%23%E8%8B%B9%E6%9E%9C%23', 'statuses_count': 6864, 'verified': True, 'verified_type': 0, 'verified_type_ext': 0, 'verified_reason': '知名数码博主', 'close_blue_v': False, 'description': '私信看到都会回！感谢关注 ！！爱你们！！！', 'gender': 'm', 'mbtype': 12, 'urank': 35, 'mbrank': 4, 'follow_me': False, 'following': False, 'followers_count': 202747, 'follow_count': 1303, 'cover_image_phone': 'https://tva1.sinaimg.cn/crop.0.0.640.640.640/549d0121tw1egm1kjly3jj20hs0hsq4f.jpg', 'avatar_hd': 'https://wx1.sinaimg.cn/orj480/75425175ly8gb5thgu9kdj20ru0rudh8.jpg', 'like': False, 'like_me': False, 'badge': {'bind_taobao': 1, 'unread_pool': 1, 'unread_pool_ext': 1, 'dzwbqlx_2016': 1, 'travel_2017': 1, 'user_name_certificate': 1, 'wenda_v2': 1, 'dailv_2018': 1, 'hongbaofei_2019': 1, 'dailv_2019': 1, 'china_2019': 1, 'macao_2019': 1, 'china_2019_2': 1, 'hongbao_2020': 2, 'feiyan_2020': 1, 'daka_2020': 1}}"
447,2020-01-19,4462386125668587,科技汪星人,#GPU# 性能测试！上代 #苹果# A12对比最新华为麒麟990，差距一眼便知 科技汪星人的微博视频,82,0,国内外最新科技产品相关视频,"{'id': 6041830483, 'screen_name': '科技汪星人', 'profile_image_url': 'https://tva3.sinaimg.cn/crop.5.145.408.408.180/006ASU6Ljw8f8pfjd18rdj30bi0g4mzi.jpg?KID=imgbed,tva&Expires=1583221388&ssig=dOcWDLxbY9', 'profile_url': 'https://m.weibo.cn/u/6041830483?uid=6041830483&luicode=10000011&lfid=100103type%3D1%26q%3D%23%E8%8B%B9%E6%9E%9C%23', 'statuses_count': 13885, 'verified': True, 'verified_type': 0, 'verified_type_ext': 0, 'verified_reason': '微博泛科普视频帐号', 'close_blue_v': False, 'description': '国内外最新科技产品相关视频', 'gender': 'm', 'mbtype': 0, 'urank': 4, 'mbrank': 0, 'follow_me': False, 'following': False, 'followers_count': 129172, 'follow_count': 53, 'cover_image_phone': 'https://tva1.sinaimg.cn/crop.0.0.640.640.640/549d0121tw1egm1kjly3jj20hs0hsq4f.jpg', 'avatar_hd': 'https://ww3.sinaimg.cn/orj480/006ASU6Ljw8f8pfjd18rdj30bi0g4mzi.jpg', 'like': False, 'like_me': False, 'badge': {'unread_pool': 1, 'unread_pool_ext': 1, 'follow_whitelist_video': 1, 'user_name_certificate': 1, 'qixi_2018': 1, 'wbzy_2018': 1}}"
449,2020-01-19,4462377661634175,圈圈升职加薪了吗,我可能是老了，iPhone视图都要选放大的了，标准的我觉得字太小了 #iPhone# #苹果#,80,-1,愿春天早点到来，山河无恙，人间皆安❤️,"{'id': 5200047204, 'screen_name': '圈圈升职加薪了吗', 'profile_image_url': 'https://tvax2.sinaimg.cn/crop.0.0.751.751.180/005FURP6ly8gcbayvslawj30kv0kvq3l.jpg?KID=imgbed,tva&Expires=1583221388&ssig=KntVlyq6z%2F', 'profile_url': 'https://m.weibo.cn/u/5200047204?uid=5200047204&luicode=10000011&lfid=100103type%3D1%26q%3D%23%E8%8B%B9%E6%9E%9C%23', 'statuses_count': 371, 'verified': False, 'verified_type': -1, 'close_blue_v': False, 'description': '愿春天早点到来，山河无恙，人间皆安❤️', 'gender': 'f', 'mbtype': 11, 'urank': 14, 'mbrank': 1, 'follow_me': False, 'following': False, 'followers_count': 233, 'follow_count': 116, 'cover_image_phone': 'https://wx3.sinaimg.cn/crop.0.0.640.640.640/005FURP6ly1gcfw66r4guj30ku0kuq50.jpg', 'avatar_hd': 'https://wx2.sinaimg.cn/orj480/005FURP6ly8gcbayvslawj30kv0kvq3l.jpg', 'like': False, 'like_me': False, 'badge': {'zongyiji': 1, 'unread_pool': 1, 'unread_pool_ext': 1, 'panda': 1, 'user_name_certificate': 1, 'hongbaofei_2019': 1, 'status_visible': 1, 'suishoupai_2019': 3, 'china_2019': 1, 'hongkong_2019': 1, 'wbzy_2019': 1, 'hongbao_2020': 2, 'daka_2020': 1}}"
450,2020-01-19,4462370920952030,解了个毒,对于今年秋季发布的iPhone 12，外媒认为有150亿个理由变得更强大。 苹果在iPhone X上首次引入Face ID，并由此诞生了标志性的“刘海”，沿用至今。据外媒报道，巴克莱分析师在最新报告中指出，iPhone 12系列将继续采用升级后Face ID，同时iPhone 12 Pro将采用全新的ToF镜头。 Face ID进行过两次改进， ... 全文,1262,0,专为数码领域小白和资深玩咖,"{'id': 6407255996, 'screen_name': '解了个毒', 'profile_image_url': 'https://tvax2.sinaimg.cn/crop.2.0.995.995.180/006ZCbYEly1g24ae2wh7kj30rs0rswfz.jpg?KID=imgbed,tva&Expires=1583221388&ssig=l0x4N7g3m%2B', 'profile_url': 'https://m.weibo.cn/u/6407255996?uid=6407255996&luicode=10000011&lfid=100103type%3D1%26q%3D%23%E8%8B%B9%E6%9E%9C%23', 'statuses_count': 1705, 'verified': True, 'verified_type': 0, 'verified_type_ext': 0, 'verified_reason': '数码博主 数码视频自媒体', 'close_blue_v': False, 'description': '专为数码领域小白和资深玩咖', 'gender': 'm', 'mbtype': 11, 'urank': 25, 'mbrank': 4, 'follow_me': False, 'following': False, 'followers_count': 372462, 'follow_count': 380, 'cover_image_phone': 'https://wx2.sinaimg.cn/crop.0.0.640.640.640/006ZCbYEly1ga7thqg6zzj30n00n0jtl.jpg', 'avatar_hd': 'https://wx2.sinaimg.cn/orj480/006ZCbYEly1g24ae2wh7kj30rs0rswfz.jpg', 'like': False, 'like_me': False, 'badge': {'user_name_certificate': 1, 'super_star_2018': 1, 'wenda_v2': 1, 'china_2019': 1, 'wbzy_2019': 1, 'macao_2019': 1, 'china_2019_2': 1, 'hongbao_2020': 2}}"
451,2020-01-19,4462363992881007,Cyber蜜桃菁菁,"3000块的新iPhone?? 一早起来（其实并不早）看到硅谷分析师爆料, 水果🍎公司对2020iPhone的研发已基本完成。言之凿凿称将要发布的四款iPhone 均支持5G，最低版本定价不到3000元 跟我之前预测稍有偏差但基本一致。 也就是说苹果新机将涵盖399美元-1149美元的售价区间，特别是5G手机，起步价可能 ... 全文",574,0,微软Surface硬件攻城🦁 全球黑客马拉松冠军🏆,"{'id': 6424185446, 'screen_name': 'Cyber蜜桃菁菁', 'profile_image_url': 'https://tvax2.sinaimg.cn/crop.0.0.1080.1080.180/0070Le6ily8gcbqjsmxomj30u00u0q5f.jpg?KID=imgbed,tva&Expires=1583221388&ssig=8od1l8X9qL', 'profile_url': 'https://m.weibo.cn/u/6424185446?uid=6424185446&luicode=10000011&lfid=100103type%3D1%26q%3D%23%E8%8B%B9%E6%9E%9C%23', 'statuses_count': 197, 'verified': True, 'verified_type': 0, 'verified_type_ext': 0, 'verified_reason': '微软(美国) Surface硬件工程师 微博原创视频博主', 'close_blue_v': False, 'description': '微软Surface硬件攻城🦁 全球黑客马拉松冠军🏆', 'gender': 'f', 'mbtype': 12, 'urank': 4, 'mbrank': 2, 'follow_me': False, 'following': False, 'followers_count': 115889, 'follow_count': 258, 'cover_image_phone': 'https://wx4.sinaimg.cn/crop.0.0.640.640.640/0070Le6ily1gbpz5mn68xj30yj0yjjuv.jpg', 'avatar_hd': 'https://wx2.sinaimg.cn/orj480/0070Le6ily8gcbqjsmxomj30u00u0q5f.jpg', 'like': False, 'like_me': False, 'badge': {'user_name_certificate': 1, 'wenda_v2': 1, 'hongbao_2020': 2}}"
452,2020-01-19,4462293306004732,檀纸姬,2020手机行业期望：别tm折腾相机了，差不多得了。我当然知道好的摄像头真的很好，但是它不应该占据甚至成为手机的唯一卖点，像这次连 iPhone 官网上都是一大半相机怎么怎么样，真的是无语。业界有这钱把系统搞一搞，屏幕升一升，或者把一定要投在相机上，升级镜片、消除鬼影、全光学防抖它们不香吗？再 ... 全文,384,-1,数码博主,"{'id': 2926377955, 'screen_name': '檀纸姬', 'profile_image_url': 'https://tvax3.sinaimg.cn/crop.0.0.905.905.180/ae6cfbe3ly8gayncz35f2j20p50p5wm1.jpg?KID=imgbed,tva&Expires=1583221388&ssig=htmR1ucsLL', 'profile_url': 'https://m.weibo.cn/u/2926377955?uid=2926377955&luicode=10000011&lfid=100103type%3D1%26q%3D%23%E8%8B%B9%E6%9E%9C%23', 'statuses_count': 367, 'verified': False, 'verified_type': -1, 'close_blue_v': False, 'description': '数码博主', 'gender': 'm', 'mbtype': 0, 'urank': 9, 'mbrank': 0, 'follow_me': False, 'following': False, 'followers_count': 8322, 'follow_count': 98, 'cover_image_phone': 'https://tva1.sinaimg.cn/crop.0.0.640.640.640/549d0121tw1egm1kjly3jj20hs0hsq4f.jpg', 'avatar_hd': 'https://wx3.sinaimg.cn/orj480/ae6cfbe3ly8gayncz35f2j20p50p5wm1.jpg', 'like': False, 'like_me': False, 'badge': {'unread_pool': 1, 'unread_pool_ext': 1, 'user_name_certificate': 1, 'wenda_v2': 1, 'hongrenjie_2019': 1, 'china_2019': 1, 'hongkong_2019': 1, 'hongbao_2020': 2, 'feiyan_2020': 1}}"
453,2020-01-18,4462234295888504,YiBaoAC,zz 苹果目标成为闭环制造商：未来所需材料均由Daisy拆解获得 &quot;为了能够实现闭环（closed-loop）制造商这个艰巨目标，苹果正在努力改善回收机制，以便于在未来不需要挖掘新的矿藏材料。&quot; &quot;所谓的闭环制造商，就是可以完全消除会矿藏资源的需求。而在追求闭环的过程中，回收机器人Daisy将扮演非常重要的 ... 全文,478,220,温村民间摄影师，作品在这儿: www.istockphoto.com/ca/portfolio/yibaoty  🔷 Instagram:  yibaoty  🔷 Twitter: yibaoac,"{'id': 1884344630, 'screen_name': 'YiBaoAC', 'profile_image_url': 'https://tvax4.sinaimg.cn/crop.0.0.1080.1080.180/7050d136ly8g6qtyl5rpyj20u00u0al3.jpg?KID=imgbed,tva&Expires=1583221388&ssig=2XNzcFvJpo', 'profile_url': 'https://m.weibo.cn/u/1884344630?uid=1884344630&luicode=10000011&lfid=100103type%3D1%26q%3D%23%E8%8B%B9%E6%9E%9C%23', 'statuses_count': 2740, 'verified': False, 'verified_type': 220, 'close_blue_v': False, 'description': '温村民间摄影师，作品在这儿: www.istockphoto.com/ca/portfolio/yibaoty  🔷 Instagram:  yibaoty  🔷 Twitter: yibaoac', 'gender': 'm', 'mbtype': 11, 'urank': 42, 'mbrank': 5, 'follow_me': False, 'following': False, 'followers_count': 729, 'follow_count': 240, 'cover_image_phone': 'https://tva1.sinaimg.cn/crop.0.0.640.640.640/6cf8d7ebjw1ehfr4xa8psj20hs0hsgpg.jpg', 'avatar_hd': 'https://wx4.sinaimg.cn/orj480/7050d136ly8g6qtyl5rpyj20u00u0al3.jpg', 'like': False, 'like_me': False, 'badge': {'unread_pool': 1, 'unread_pool_ext': 1, 'dzwbqlx_2016': 1, 'travel_2017': 1, 'user_name_certificate': 1, 'suishoupai_2018': 8, 'dailv_2018': 1, 'suishoupai_2019': 1, 'hongrenjie_2019': 1, 'dzwbqlx_2019': 1, 'hongbao_2020': 2}}"
454,2020-01-18,4462230395453272,moblues,昨日Apple music推出了新年歌单，感兴趣的可以听一下 #apple music# #苹果# 石家庄,88,-1,石家庄海龙电子城一层进门直行A3号。 原苹果核心合作伙伴培训师，主营苹果全系列产品，产品维修，免费使用教学，苹果专卖店销售团队构建……,"{'id': 2729075705, 'screen_name': 'moblues', 'profile_image_url': 'https://tvax3.sinaimg.cn/crop.0.0.1080.1080.180/a2aa63f9ly8g9w5mr4k4yj20u00u0gou.jpg?KID=imgbed,tva&Expires=1583221388&ssig=Y7F1Mn3X8v', 'profile_url': 'https://m.weibo.cn/u/2729075705?uid=2729075705&luicode=10000011&lfid=100103type%3D1%26q%3D%23%E8%8B%B9%E6%9E%9C%23', 'statuses_count': 387, 'verified': False, 'verified_type': -1, 'close_blue_v': False, 'description': '石家庄海龙电子城一层进门直行A3号。 原苹果核心合作伙伴培训师，主营苹果全系列产品，产品维修，免费使用教学，苹果专卖店销售团队构建……', 'gender': 'm', 'mbtype': 0, 'urank': 9, 'mbrank': 0, 'follow_me': False, 'following': False, 'followers_count': 143, 'follow_count': 131, 'cover_image_phone': 'https://tva1.sinaimg.cn/crop.0.0.640.640.640/549d0121tw1egm1kjly3jj20hs0hsq4f.jpg', 'avatar_hd': 'https://wx3.sinaimg.cn/orj480/a2aa63f9ly8g9w5mr4k4yj20u00u0gou.jpg', 'like': False, 'like_me': False, 'badge': {'bind_taobao': 1, 'unread_pool': 1, 'unread_pool_ext': 1, 'user_name_certificate': 1, 'wenda_v2': 1, 'hongbao_2020': 2}}"
455,2020-01-18,4462222225387613,moblues,苹果在介绍页面中这样解释这一功能：「遗失的设备未连接Wi-Fi或蜂窝网络时，也可以使用来自人群的位置信息进行定位。当你将设备标记为遗失，且附近有另一位Apple用户的设备，其他设备可以检测到遗失设备的蓝牙信号并向你报告设备位置。」 也就是说当iphone处于开机状态时会嗅探附近的蓝牙特征码， ... 全文,523,-1,石家庄海龙电子城一层进门直行A3号。 原苹果核心合作伙伴培训师，主营苹果全系列产品，产品维修，免费使用教学，苹果专卖店销售团队构建……,"{'id': 2729075705, 'screen_name': 'moblues', 'profile_image_url': 'https://tvax3.sinaimg.cn/crop.0.0.1080.1080.180/a2aa63f9ly8g9w5mr4k4yj20u00u0gou.jpg?KID=imgbed,tva&Expires=1583221388&ssig=Y7F1Mn3X8v', 'profile_url': 'https://m.weibo.cn/u/2729075705?uid=2729075705&luicode=10000011&lfid=100103type%3D1%26q%3D%23%E8%8B%B9%E6%9E%9C%23', 'statuses_count': 387, 'verified': False, 'verified_type': -1, 'close_blue_v': False, 'description': '石家庄海龙电子城一层进门直行A3号。 原苹果核心合作伙伴培训师，主营苹果全系列产品，产品维修，免费使用教学，苹果专卖店销售团队构建……', 'gender': 'm', 'mbtype': 0, 'urank': 9, 'mbrank': 0, 'follow_me': False, 'following': False, 'followers_count': 143, 'follow_count': 131, 'cover_image_phone': 'https://tva1.sinaimg.cn/crop.0.0.640.640.640/549d0121tw1egm1kjly3jj20hs0hsq4f.jpg', 'avatar_hd': 'https://wx3.sinaimg.cn/orj480/a2aa63f9ly8g9w5mr4k4yj20u00u0gou.jpg', 'like': False, 'like_me': False, 'badge': {'bind_taobao': 1, 'unread_pool': 1, 'unread_pool_ext': 1, 'user_name_certificate': 1, 'wenda_v2': 1, 'hongbao_2020': 2}}"
457,2020-01-18,4462163982798397,若鑫_0110,🌸存图放出🌸 🔹大波浪卷发爱了爱了 （ps.就是容易打结） 🔸苹果前置自拍和华为前置自拍对比 （ps.是真的不太一样，各有千秋吧～） #苹果前置摄像头# #华为nova# #苹果# #华为# 石家庄·石家庄华润万象城,192,-1,Sharing Daily Life😛😝😜,"{'id': 5023434779, 'screen_name': '若鑫_0110', 'profile_image_url': 'https://tvax1.sinaimg.cn/crop.0.0.1080.1080.180/005tXORBly8gbwjcacy67j30u00u0dju.jpg?KID=imgbed,tva&Expires=1583221420&ssig=Z%2FX3Oo4tNs', 'profile_url': 'https://m.weibo.cn/u/5023434779?uid=5023434779&luicode=10000011&lfid=100103type%3D1%26q%3D%23%E8%8B%B9%E6%9E%9C%23', 'statuses_count': 82, 'verified': False, 'verified_type': -1, 'close_blue_v': False, 'description': 'Sharing Daily Life😛😝😜', 'gender': 'f', 'mbtype': 11, 'urank': 9, 'mbrank': 2, 'follow_me': False, 'following': False, 'followers_count': 1211, 'follow_count': 90, 'cover_image_phone': 'https://wx1.sinaimg.cn/crop.0.0.640.640.640/005tXORBly1g9i93xib89j30yi0yitme.jpg', 'avatar_hd': 'https://wx1.sinaimg.cn/orj480/005tXORBly8gbwjcacy67j30u00u0dju.jpg', 'like': False, 'like_me': False, 'badge': {'bind_taobao': 1, 'zongyiji': 1, 'unread_pool': 1, 'user_name_certificate': 1, 'status_visible': 1, 'china_2019': 1, 'hongbao_2020': 2}}"
