,created_at,member_id,text,textLength,source,user,verified,screen_name,verified_type,user_description,longText,bid
5,2020-03-01 21:56:11,4478018418402954,终于到了三月，我们应该会看到一些苹果新品的发布！ 可能性较高：iPhone 9，iPad Pro（也许包括加入触控板的新键盘套），AirTag，新 AirPods 可能性较低：新 Apple TV，新 iPod touch，新 MacBook Pro（换成剪刀脚键盘），无线充电板，苹果牌头戴式耳机,234,iPhone客户端,"{'id': 1668331584, 'screen_name': '高靴鸭', 'profile_image_url': 'https://tvax2.sinaimg.cn/crop.0.0.1080.1080.180/6370b840ly8gce8mlszqij20u00u0ac5.jpg?KID=imgbed,tva&Expires=1583146569&ssig=R88DiyGwEW', 'profile_url': 'https://m.weibo.cn/u/1668331584?uid=1668331584&luicode=10000011&lfid=100103type%3D1%26q%3DApple', 'statuses_count': 1838, 'verified': False, 'verified_type': -1, 'close_blue_v': False, 'description': '懒得出奇，馋的惊人', 'gender': 'f', 'mbtype': 12, 'urank': 40, 'mbrank': 7, 'follow_me': False, 'following': False, 'followers_count': 21, 'follow_count': 910, 'cover_image_phone': 'https://wx3.sinaimg.cn/crop.0.0.640.640.640/6370b840gy1gc1huy9wmpj20yi0yiah2.jpg', 'avatar_hd': 'https://wx2.sinaimg.cn/orj480/6370b840ly8gce8mlszqij20u00u0ac5.jpg', 'like': False, 'like_me': False, 'badge': {'unread_pool': 1, 'unread_pool_ext': 1, 'dzwbqlx_2016': 1, 'super_star_2017': 1, 'lol_gm_2017': 1, 'user_name_certificate': 1, 'worldcup_2018': 13, 'dailv_2018': 6, 'qixi_2018': 1, 'hongbaofei_2019': 1, 'status_visible': 1, 'suishoupai_2019': 1, 'wusi_2019': 1, 'hongrenjie_2019': 1, 'china_2019': 1, 'dzwbqlx_2019': 1, 'wbzy_2019': 1, 'hongbao_2020': 1, 'feiyan_2020': 1}}",False,高靴鸭,-1,懒得出奇，馋的惊人,IwJC9zfZw
6,2020-03-01 21:56:11,4478017574992442,天啊！notability打三折！！可我空有Apple ID没有苹果产品买不了啊 为什么只能在App Store里才能买？,113,Android,"{'id': 5948746926, 'screen_name': '我很好啊心脏在跳还会笑', 'profile_image_url': 'https://tvax3.sinaimg.cn/crop.0.0.1002.1002.180/006uAkP4ly8g72xpgtrc3j30ru0ru0tl.jpg?KID=imgbed,tva&Expires=1583146569&ssig=s1gmR9UUdr', 'profile_url': 'https://m.weibo.cn/u/5948746926?uid=5948746926&luicode=10000011&lfid=100103type%3D1%26q%3DApple', 'statuses_count': 634, 'verified': False, 'verified_type': -1, 'close_blue_v': False, 'description': '“不被保护的年轻也许残酷，但，也可以很酷。”', 'gender': 'f', 'mbtype': 2, 'urank': 27, 'mbrank': 2, 'follow_me': False, 'following': False, 'followers_count': 1091, 'follow_count': 577, 'cover_image_phone': 'https://tva1.sinaimg.cn/crop.0.0.640.640.640/9d44112bjw1f1xl1c10tuj20hs0hs0tw.jpg', 'avatar_hd': 'https://wx3.sinaimg.cn/orj480/006uAkP4ly8g72xpgtrc3j30ru0ru0tl.jpg', 'like': False, 'like_me': False, 'badge': {'unread_pool': 1, 'unread_pool_ext': 1, 'dzwbqlx_2016': 1, 'panda': 1, 'user_name_certificate': 1, 'suishoupai_2018': 1, 'wenchuan_10th': 1, 'wenda_v2': 1, 'dailv_2018': 6, 'qixi_2018': 1, 'double11_2018': 1, 'hongbaofei_2019': 1, 'suishoupai_2019': 1, 'wusi_2019': 1, 'hongrenjie_2019': 1, 'china_2019': 1, 'hongkong_2019': 1, 'rrgyj_2019': 1, 'starlight_2019': 1, 'hongbao_2020': 2, 'feiyan_2020': 1}}",False,我很好啊心脏在跳还会笑,-1,“不被保护的年轻也许残酷，但，也可以很酷。”,IwJANkWLg
7,2020-03-01 21:56:11,4478017282134873,Apple One apple a day 绿洲,60,绿洲APP,"{'id': 2106605042, 'screen_name': '冷落蓝', 'profile_image_url': 'https://tva1.sinaimg.cn/crop.0.0.180.180.180/7d903df2jw1e8qgp5bmzyj2050050aa8.jpg?KID=imgbed,tva&Expires=1583146569&ssig=Q159%2Bvbwjh', 'profile_url': 'https://m.weibo.cn/u/2106605042?uid=2106605042&luicode=10000011&lfid=100103type%3D1%26q%3DApple', 'statuses_count': 20214, 'verified': False, 'verified_type': 200, 'close_blue_v': False, 'description': 'BLUE 不因别人的看法 改变想法...', 'gender': 'm', 'mbtype': 0, 'urank': 27, 'mbrank': 0, 'follow_me': False, 'following': False, 'followers_count': 1549, 'follow_count': 172, 'cover_image_phone': 'https://tva1.sinaimg.cn/crop.0.0.640.640.640/549d0121tw1egm1kjly3jj20hs0hsq4f.jpg', 'avatar_hd': 'https://ww1.sinaimg.cn/orj480/7d903df2jw1e8qgp5bmzyj2050050aa8.jpg', 'like': False, 'like_me': False, 'badge': {'bind_taobao': 1, 'unread_pool': 1, 'unread_pool_ext': 1, 'dzwbqlx_2016': 1, 'user_name_certificate': 1, 'qixi_2018': 1, 'hongbaofei_2019': 1, 'hongbao_2020': 2}}",False,冷落蓝,200,BLUE 不因别人的看法 改变想法...,IwJAk8Xnr
8,2020-03-01 21:56:11,4478016773990476,OPPO Watch真的长得太像Apple Watch了....,39,,"{'id': 7053136699, 'screen_name': '说机', 'profile_image_url': 'https://tvax3.sinaimg.cn/crop.0.0.1080.1080.180/007Hkf3lly8gb6ufovnplj30u00u076i.jpg?KID=imgbed,tva&Expires=1583146569&ssig=9WXFqHvHFb', 'profile_url': 'https://m.weibo.cn/u/7053136699?uid=7053136699&luicode=10000011&lfid=100103type%3D1%26q%3DApple', 'statuses_count': 2703, 'verified': False, 'verified_type': -1, 'close_blue_v': False, 'description': '知名数码博主 数码视频博主', 'gender': 'm', 'mbtype': 12, 'urank': 14, 'mbrank': 4, 'follow_me': False, 'following': False, 'followers_count': 80946, 'follow_count': 290, 'cover_image_phone': 'https://wx3.sinaimg.cn/crop.0.0.640.640.640/007Hkf3lly1gb2cnhj0z3j30u00u0qbg.jpg', 'avatar_hd': 'https://wx3.sinaimg.cn/orj480/007Hkf3lly8gb6ufovnplj30u00u076i.jpg', 'like': False, 'like_me': False, 'badge': {'user_name_certificate': 1, 'status_visible': 1, 'china_2019': 1, 'hongbao_2020': 2, 'feiyan_2020': 1}}",False,说机,-1,知名数码博主 数码视频博主,IwJzvgK6w
9,2020-03-01 21:56:11,4478015801575231,哈哈哈哈哈哈哈哈哈哈哈先听 等apple music上 不指望网易云了……,67,iPhone 11,"{'id': 3953760718, 'screen_name': '卍玄野', 'profile_image_url': 'https://tvax2.sinaimg.cn/crop.0.0.828.828.180/eba999cely8gbuluz79zvj20n00n0jt1.jpg?KID=imgbed,tva&Expires=1583146569&ssig=So1Arvo2io', 'profile_url': 'https://m.weibo.cn/u/3953760718?uid=3953760718&luicode=10000011&lfid=100103type%3D1%26q%3DApple', 'statuses_count': 1247, 'verified': False, 'verified_type': -1, 'close_blue_v': False, 'description': '「悲歌喜宴亦太早」', 'gender': 'f', 'mbtype': 11, 'urank': 34, 'mbrank': 6, 'follow_me': False, 'following': False, 'followers_count': 762, 'follow_count': 384, 'cover_image_phone': 'https://wx2.sinaimg.cn/crop.0.0.640.640.640/eba999cely1gbumpnbchvj20n00n0doi.jpg', 'avatar_hd': 'https://wx2.sinaimg.cn/orj480/eba999cely8gbuluz79zvj20n00n0jt1.jpg', 'like': False, 'like_me': False, 'badge': {'bind_taobao': 1, 'zongyiji': 1, 'unread_pool': 1, 'unread_pool_ext': 1, 'dzwbqlx_2016': 1, 'user_name_certificate': 1, 'super_star_2018': 1, 'qixi_2018': 1, 'status_visible': 1, 'china_2019': 1, 'hongkong_2019': 1, 'hongbao_2020': 2, 'feiyan_2020': 1}}",False,卍玄野,-1,「悲歌喜宴亦太早」,IwJxW6BMX
,created_at,member_id,text,textLength,source,user,verified,screen_name,verified_type,user_description,bid,longText
0,2020-03-01 21:56:45,4478014790438498,✨iPad Pro➕Apple pencil是真的香！ #ipad pro#,51,烟烟仙儿的iPhone X,"{'id': 2619185605, 'screen_name': '七又又_', 'profile_image_url': 'https://tvax2.sinaimg.cn/crop.0.0.1080.1080.180/9c1d99c5ly8gc1s3xavywj20u00u0gn8.jpg?KID=imgbed,tva&Expires=1583146604&ssig=POR%2FKXCO0C', 'profile_url': 'https://m.weibo.cn/u/2619185605?uid=2619185605&luicode=10000011&lfid=100103type%3D1%26q%3DApple', 'statuses_count': 903, 'verified': False, 'verified_type': -1, 'close_blue_v': False, 'description': '見日之光 長樂未央', 'gender': 'f', 'mbtype': 12, 'urank': 38, 'mbrank': 6, 'follow_me': False, 'following': False, 'followers_count': 860, 'follow_count': 374, 'cover_image_phone': 'https://wx2.sinaimg.cn/crop.0.0.640.640.640/9c1d99c5ly1gc1s44ckdej20v90v977t.jpg', 'avatar_hd': 'https://wx2.sinaimg.cn/orj480/9c1d99c5ly8gc1s3xavywj20u00u0gn8.jpg', 'like': False, 'like_me': False, 'badge': {'bind_taobao': 1, 'unread_pool': 1, 'unread_pool_ext': 1, 'dzwbqlx_2016': 1, 'panda': 1, 'user_name_certificate': 1, 'suishoupai_2018': 2, 'dailv_2018': 4, 'wbzy_2018': 1, 'suishoupai_2019': 1, 'hongrenjie_2019': 1, 'china_2019': 1, 'family_2019': 1, 'starlight_2019': 1, 'hongbao_2020': 2, 'hope_2020': 1}}",False,七又又_,-1,見日之光 長樂未央,IwJwj1Q4y,
1,2020-03-01 20:56:45,4478013049425951,快 天赐我一个apple pencil 我的手指为什么写出的字那么丑,60,iPhone客户端,"{'id': 3834999885, 'screen_name': '一坨波椰', 'profile_image_url': 'https://tvax1.sinaimg.cn/crop.0.0.1080.1080.180/e495744dly8g9260d4vs9j20u00u0756.jpg?KID=imgbed,tva&Expires=1583146604&ssig=gL95vDve31', 'profile_url': 'https://m.weibo.cn/u/3834999885?uid=3834999885&luicode=10000011&lfid=100103type%3D1%26q%3DApple', 'statuses_count': 485, 'verified': False, 'verified_type': -1, 'close_blue_v': False, 'description': '瞬间收藏家', 'gender': 'm', 'mbtype': 2, 'urank': 14, 'mbrank': 1, 'follow_me': False, 'following': False, 'followers_count': 150, 'follow_count': 87, 'cover_image_phone': 'https://tva1.sinaimg.cn/crop.0.0.640.640.640/9d44112bjw1f1xl1c10tuj20hs0hs0tw.jpg', 'avatar_hd': 'https://wx1.sinaimg.cn/orj480/e495744dly8g9260d4vs9j20u00u0756.jpg', 'like': False, 'like_me': False, 'badge': {'bind_taobao': 1, 'dailv': 1, 'zongyiji': 1, 'unread_pool': 1, 'unread_pool_ext': 1, 'user_name_certificate': 1, 'hongbaofei_2019': 1, 'hongbao_2020': 2}}",False,一坨波椰,-1,瞬间收藏家,IwJtuDy7t,
2,2020-03-01 20:56:45,4478011984612045,想买的东西好多啊 如果有钱的话 想入 iPad Air3 128g➕一代Apple Pencil 我的iPad2018 32G太小了 没怎么用就没内存了 如果单入一支Apple Pencil一代也是可以的 想入一个kindle paperwhite4 不想入青春版 分辨率太低了 也没有纯平设计 想入一个小痰盂 普通痰盂 1.8的 55-250的长焦镜头我也想入一个 ... 全文,455,iPhone客户端,"{'id': 6676939829, 'screen_name': '今天吃了柠檬没有', 'profile_image_url': 'https://tvax1.sinaimg.cn/crop.0.0.750.750.180/007hRL3Tly8g3vpddpm3oj30ku0ku0ta.jpg?KID=imgbed,tva&Expires=1583146604&ssig=D5YQWL1f6e', 'profile_url': 'https://m.weibo.cn/u/6676939829?uid=6676939829&luicode=10000011&lfid=100103type%3D1%26q%3DApple', 'statuses_count': 407, 'verified': False, 'verified_type': -1, 'close_blue_v': False, 'description': '小苏的个人日记🍋', 'gender': 'f', 'mbtype': 2, 'urank': 9, 'mbrank': 2, 'follow_me': False, 'following': False, 'followers_count': 3, 'follow_count': 334, 'cover_image_phone': 'https://tva1.sinaimg.cn/crop.0.0.640.640.640/9d44112bjw1f1xl1c10tuj20hs0hs0tw.jpg', 'avatar_hd': 'https://wx1.sinaimg.cn/orj480/007hRL3Tly8g3vpddpm3oj30ku0ku0ta.jpg', 'like': False, 'like_me': False, 'badge': {'user_name_certificate': 1, 'status_visible': 1, 'hongrenjie_2019': 1, 'hongbao_2020': 2}}",False,今天吃了柠檬没有,-1,小苏的个人日记🍋,IwJrMjlNP,"想买的东西好多啊 如果有钱的话 想入
iPad Air3 128g➕一代Apple Pencil
我的iPad2018 32G太小了 没怎么用就没内存了
如果单入一支Apple Pencil一代也是可以的

想入一个kindle paperwhite4
不想入青春版 分辨率太低了 也没有纯平设计

想入一个小痰盂 普通痰盂 1.8的
55-250的长焦镜头我也想入一个

想入一双匡威1970s黑高
一直喜欢豹纹1970s 但官网和实体店都没我的码
鞋贩子加价恐怖

想入春款衣服 在网上挑衣服的耐心实在没有
实体店一个个都没开业或者本地无

什么时候回重庆呢
想开学"
3,2020-03-01 20:56:45,4478010113502032,"Apple, YES！",18,iPhone客户端,"{'id': 2615949363, 'screen_name': '狗村LiujX', 'profile_image_url': 'https://tvax1.sinaimg.cn/crop.0.0.750.750.180/9bec3833ly8g9s1815yw4j20ku0ku402.jpg?KID=imgbed,tva&Expires=1583146604&ssig=XGa%2Bkhpb4H', 'profile_url': 'https://m.weibo.cn/u/2615949363?uid=2615949363&luicode=10000011&lfid=100103type%3D1%26q%3DApple', 'statuses_count': 1144, 'verified': False, 'verified_type': -1, 'close_blue_v': False, 'description': '心之所向，未来可期', 'gender': 'm', 'mbtype': 2, 'urank': 33, 'mbrank': 1, 'follow_me': False, 'following': False, 'followers_count': 160, 'follow_count': 340, 'cover_image_phone': 'https://tva4.sinaimg.cn/crop.0.0.640.640.640/a1d3feabjw1ecat3p2p2qj20hs0hsmz4.jpg', 'avatar_hd': 'https://wx1.sinaimg.cn/orj480/9bec3833ly8g9s1815yw4j20ku0ku402.jpg', 'like': False, 'like_me': False, 'badge': {'bind_taobao': 1, 'unread_pool': 1, 'unread_pool_ext': 1, 'user_name_certificate': 1, 'suishoupai_2018': 8, 'wenchuan_10th': 1, 'dailv_2018': 4, 'double11_2018': 1, 'hongbaofei_2019': 1, 'avengers_2019': 1, 'china_2019': 1, 'hongkong_2019': 1, 'family_2019': 1, 'hongbao_2020': 2}}",False,狗村LiujX,-1,心之所向，未来可期,IwJoLeH2o,
4,2020-03-01 20:56:45,4478009672948493,notability 今天打折 ¥25 火速给身边有 iPad + Apple Pencil 的朋友群发 自己只能是早买早享受了 Mac 版评分只有 2.8…… 可以买齐 但没必要,143,微博 weibo.com,"{'id': 2268798050, 'screen_name': '初尽', 'profile_image_url': 'https://tvax4.sinaimg.cn/crop.0.0.959.959.180/873b1c62ly8g89nbmywxpj20qn0qn75z.jpg?KID=imgbed,tva&Expires=1583146604&ssig=FoJlHz6u4z', 'profile_url': 'https://m.weibo.cn/u/2268798050?uid=2268798050&luicode=10000011&lfid=100103type%3D1%26q%3DApple', 'statuses_count': 297, 'verified': False, 'verified_type': -1, 'close_blue_v': False, 'description': '', 'gender': 'm', 'mbtype': 0, 'urank': 35, 'mbrank': 0, 'follow_me': False, 'following': False, 'followers_count': 37, 'follow_count': 87, 'cover_image_phone': 'https://tva4.sinaimg.cn/crop.0.0.0.640.640/6ce2240djw1e9uwue857ij20hs0hsjuk.jpg', 'avatar_hd': 'https://wx4.sinaimg.cn/orj480/873b1c62ly8g89nbmywxpj20qn0qn75z.jpg', 'like': False, 'like_me': False, 'badge': {'bind_taobao': 1, 'unread_pool': 1, 'unread_pool_ext': 1, 'dzwbqlx_2016': 1, 'super_star_2017': 1, 'user_name_certificate': 1, 'qixi_2018': 1, 'wbzy_2019': 1, 'hongbao_2020': 2, 'feiyan_2020': 1}}",False,初尽,-1,,IwJo3cn2l,
5,2020-03-01 20:56:45,4478008784379918,后悔了 当时真应该把apple pencil也买了,37,iPhone客户端,"{'id': 1933516690, 'screen_name': 'MagicBoy-', 'profile_image_url': 'https://tvax4.sinaimg.cn/crop.0.0.667.667.180/733f1f92ly8gamurc2dcbj20ij0ijt9t.jpg?KID=imgbed,tva&Expires=1583146604&ssig=0i7vGxRLNw', 'profile_url': 'https://m.weibo.cn/u/1933516690?uid=1933516690&luicode=10000011&lfid=100103type%3D1%26q%3DApple', 'statuses_count': 4846, 'verified': False, 'verified_type': -1, 'close_blue_v': False, 'description': '✨yukki/kdhr✨Roselia/RAS✨是单推（大嘘）', 'gender': 'm', 'mbtype': 2, 'urank': 37, 'mbrank': 1, 'follow_me': False, 'following': False, 'followers_count': 329, 'follow_count': 273, 'cover_image_phone': 'https://tva1.sinaimg.cn/crop.0.0.640.640.640/6ce2240djw1e9snuksa5nj20hs0hs78b.jpg', 'avatar_hd': 'https://wx4.sinaimg.cn/orj480/733f1f92ly8gamurc2dcbj20ij0ijt9t.jpg', 'like': False, 'like_me': False, 'badge': {'anniversary': 1, 'bind_taobao': 1, 'unread_pool': 1, 'unread_pool_ext': 1, 'dzwbqlx_2016': 1, 'user_name_certificate': 1, 'worldcup_2018': 34, 'qixi_2018': 1, 'yiqijuan_2018': 1, 'hongrenjie_2019': 1, 'china_2019': 1, 'hongkong_2019': 1, 'hongbao_2020': 2, 'feiyan_2020': 1}}",False,MagicBoy-,-1,✨yukki/kdhr✨Roselia/RAS✨是单推（大嘘）,IwJmCinpQ,
6,2020-03-01 04:56:45,4477757431559040,🍎Apple 新CM「Macの向こうから - まだこの世界にない物語を」，集合了人气动画中出现过的MacBook画面。包括「未来的未来」、「宣告黎明的露之歌」、「前进吧！登山少女 第三季」、「你的名字。」、「天气之子」等。音乐：中村佳穂的「アイアム主人公」。 FindJapan的秒拍视频,260,视频看日本超话,"{'id': 1894195274, 'screen_name': 'FindJapan', 'profile_image_url': 'https://tvax1.sinaimg.cn/crop.0.0.439.439.180/70e7204aly8g9cnq87x0xj20c80c8jto.jpg?KID=imgbed,tva&Expires=1583146604&ssig=zq5RSj0BAT', 'profile_url': 'https://m.weibo.cn/u/1894195274?uid=1894195274&luicode=10000011&lfid=100103type%3D1%26q%3DApple', 'statuses_count': 33037, 'verified': True, 'verified_type': 2, 'verified_type_ext': 0, 'verified_reason': '日本FindJapan株式会社', 'close_blue_v': False, 'description': 'FindJapan是新浪微博在日本的合作伙伴，以不同的视野，传递更快的日本资讯，这里可能有你种不完的草！如发现侵权问题，请及时随时与我们联系。微信公主号：shiridaoyu', 'gender': 'f', 'mbtype': 12, 'urank': 48, 'mbrank': 6, 'follow_me': False, 'following': False, 'followers_count': 1041650, 'follow_count': 1650, 'cover_image_phone': 'https://wx2.sinaimg.cn/crop.0.0.640.640.640/70e7204agy1g9cnsv479yj20n00n0js8.jpg', 'avatar_hd': 'https://wx1.sinaimg.cn/orj480/70e7204aly8g9cnq87x0xj20c80c8jto.jpg', 'like': False, 'like_me': False, 'badge': {'bind_taobao': 1, 'dailv': 1, 'dzwbqlx_2016': 1, 'user_name_certificate': 1, 'worldcup_2018': 34, 'qixi_2018': 1, 'fu_2019': 1, 'suishoupai_2019': 1, 'hongrenjie_2019': 1, 'dailv_2019': 1, 'dzwbqlx_2019': 1, 'rrgyj_2019': 1, 'hongbao_2020': 2, 'feiyan_2020': 1, 'hope_2020': 1}}",True,FindJapan,2,FindJapan是新浪微博在日本的合作伙伴，以不同的视野，传递更快的日本资讯，这里可能有你种不完的草！如发现侵权问题，请及时随时与我们联系。微信公主号：shiridaoyu,IwCPd6xzO,
7,2020-03-01 20:56:45,4478007949281320,终于等到 #notability# 降价啦啦啦啦，apple pencil的笔尖套也下单了，开始上课,72,麦芒6 边界，我来超越,"{'id': 2732083210, 'screen_name': '脚软的糖', 'profile_image_url': 'https://tvax3.sinaimg.cn/crop.0.0.996.996.180/a2d8480aly8fldv5dcejoj20ro0rowg1.jpg?KID=imgbed,tva&Expires=1583146604&ssig=JMrh2SilvJ', 'profile_url': 'https://m.weibo.cn/u/2732083210?uid=2732083210&luicode=10000011&lfid=100103type%3D1%26q%3DApple', 'statuses_count': 13, 'verified': False, 'verified_type': -1, 'close_blue_v': False, 'description': '纵有疾风起，人生莫言弃', 'gender': 'f', 'mbtype': 0, 'urank': 14, 'mbrank': 0, 'follow_me': False, 'following': False, 'followers_count': 16, 'follow_count': 18, 'cover_image_phone': 'https://tva1.sinaimg.cn/crop.0.0.640.640.640/549d0121tw1egm1kjly3jj20hs0hsq4f.jpg', 'avatar_hd': 'https://wx3.sinaimg.cn/orj480/a2d8480aly8fldv5dcejoj20ro0rowg1.jpg', 'like': False, 'like_me': False, 'badge': {'unread_pool': 1, 'unread_pool_ext': 1, 'dzwbqlx_2016': 1, 'user_name_certificate': 1, 'dailv_2018': 1, 'hongrenjie_2019': 1, 'wbzy_2019': 1, 'hongbao_2020': 2}}",False,脚软的糖,-1,纵有疾风起，人生莫言弃,IwJlgCWuI,
8,2020-03-01 20:56:45,4478007756778445,出apple pencil九成新。,22,小米8周年旗舰手机,"{'id': 5967185212, 'screen_name': '李总暴富', 'profile_image_url': 'https://tvax2.sinaimg.cn/crop.0.0.1002.1002.180/006vPHsMly8fzgq51ukzuj30ru0ruabv.jpg?KID=imgbed,tva&Expires=1583146604&ssig=%2BTHxLuCkpw', 'profile_url': 'https://m.weibo.cn/u/5967185212?uid=5967185212&luicode=10000011&lfid=100103type%3D1%26q%3DApple', 'statuses_count': 206, 'verified': False, 'verified_type': -1, 'close_blue_v': False, 'description': '你努力的样子真好看', 'gender': 'f', 'mbtype': 2, 'urank': 9, 'mbrank': 1, 'follow_me': False, 'following': False, 'followers_count': 367, 'follow_count': 166, 'cover_image_phone': 'https://tva1.sinaimg.cn/crop.0.0.640.640.640/549d0121tw1egm1kjly3jj20hs0hsq4f.jpg', 'avatar_hd': 'https://wx2.sinaimg.cn/orj480/006vPHsMly8fzgq51ukzuj30ru0ruabv.jpg', 'like': False, 'like_me': False, 'badge': {'bind_taobao': 1, 'user_name_certificate': 1}}",False,李总暴富,-1,你努力的样子真好看,IwJkXsrnL,
9,2020-03-01 19:56:45,4477993126829084,#宅家侃数码# 3月6日，OPPO首款智能手表OPPO Watch全球发布，讲真，这是我见过颜值最高的智能手表，没有之一，也代表了目前智能手表的最高工艺，称得上安卓界的Apple Watch，不出意外还会吸引不少苹果用户，拭目以待,206,,"{'id': 2128372982, 'screen_name': '燕山派', 'profile_image_url': 'https://tvax2.sinaimg.cn/crop.264.149.542.542.180/7edc64f6ly8g5h53rtnsqj20u01960wj.jpg?KID=imgbed,tva&Expires=1583146604&ssig=RQ0QWRRP%2F0', 'profile_url': 'https://m.weibo.cn/u/2128372982?uid=2128372982&luicode=10000011&lfid=100103type%3D1%26q%3DApple', 'statuses_count': 11913, 'verified': True, 'verified_type': 0, 'verified_type_ext': 0, 'verified_reason': '头条文章作者 微博签约自媒体', 'close_blue_v': False, 'description': '科技评论人，一名安静的新品体验分享者，骨灰级数码玩家，非著名摄影师', 'gender': 'm', 'mbtype': 12, 'urank': 46, 'mbrank': 6, 'follow_me': False, 'following': False, 'followers_count': 500171, 'follow_count': 1078, 'cover_image_phone': 'https://wx4.sinaimg.cn/crop.0.0.640.640.640/7edc64f6ly1g1yizyrxuqj20u00u07i7.jpg', 'avatar_hd': 'https://wx2.sinaimg.cn/orj480/7edc64f6ly8g5h53rtnsqj20u01960wj.jpg', 'like': False, 'like_me': False, 'badge': {'dailv': 1, 'dzwbqlx_2016': 1, 'follow_whitelist_video': 1, 'user_name_certificate': 1, 'relation_display': 1, 'status_visible': 1, 'hongrenjie_2019': 1, 'china_2019': 1, 'rrgyj_2019': 1, 'hongbao_2020': 2, 'feiyan_2020': 1, 'daka_2020': 1}}",True,燕山派,0,科技评论人，一名安静的新品体验分享者，骨灰级数码玩家，非著名摄影师,IwIXmsEyw,
,created_at,member_id,text,textLength,source,user,verified,screen_name,verified_type,user_description,bid,longText
0,2020-03-01 20:57:17,4478007756778445,出apple pencil九成新。,22,小米8周年旗舰手机,"{'id': 5967185212, 'screen_name': '李总暴富', 'profile_image_url': 'https://tvax2.sinaimg.cn/crop.0.0.1002.1002.180/006vPHsMly8fzgq51ukzuj30ru0ruabv.jpg?KID=imgbed,tva&Expires=1583146637&ssig=KYcXloHYCq', 'profile_url': 'https://m.weibo.cn/u/5967185212?uid=5967185212&luicode=10000011&lfid=100103type%3D1%26q%3DApple', 'statuses_count': 206, 'verified': False, 'verified_type': -1, 'close_blue_v': False, 'description': '你努力的样子真好看', 'gender': 'f', 'mbtype': 2, 'urank': 9, 'mbrank': 1, 'follow_me': False, 'following': False, 'followers_count': 367, 'follow_count': 166, 'cover_image_phone': 'https://tva1.sinaimg.cn/crop.0.0.640.640.640/549d0121tw1egm1kjly3jj20hs0hsq4f.jpg', 'avatar_hd': 'https://wx2.sinaimg.cn/orj480/006vPHsMly8fzgq51ukzuj30ru0ruabv.jpg', 'like': False, 'like_me': False, 'badge': {'bind_taobao': 1, 'user_name_certificate': 1}}",False,李总暴富,-1,你努力的样子真好看,IwJkXsrnL,
1,2020-03-01 19:57:17,4477993126829084,#宅家侃数码# 3月6日，OPPO首款智能手表OPPO Watch全球发布，讲真，这是我见过颜值最高的智能手表，没有之一，也代表了目前智能手表的最高工艺，称得上安卓界的Apple Watch，不出意外还会吸引不少苹果用户，拭目以待,206,,"{'id': 2128372982, 'screen_name': '燕山派', 'profile_image_url': 'https://tvax2.sinaimg.cn/crop.264.149.542.542.180/7edc64f6ly8g5h53rtnsqj20u01960wj.jpg?KID=imgbed,tva&Expires=1583146637&ssig=l117n7avI2', 'profile_url': 'https://m.weibo.cn/u/2128372982?uid=2128372982&luicode=10000011&lfid=100103type%3D1%26q%3DApple', 'statuses_count': 11913, 'verified': True, 'verified_type': 0, 'verified_type_ext': 0, 'verified_reason': '头条文章作者 微博签约自媒体', 'close_blue_v': False, 'description': '科技评论人，一名安静的新品体验分享者，骨灰级数码玩家，非著名摄影师', 'gender': 'm', 'mbtype': 12, 'urank': 46, 'mbrank': 6, 'follow_me': False, 'following': False, 'followers_count': 500171, 'follow_count': 1078, 'cover_image_phone': 'https://wx4.sinaimg.cn/crop.0.0.640.640.640/7edc64f6ly1g1yizyrxuqj20u00u07i7.jpg', 'avatar_hd': 'https://wx2.sinaimg.cn/orj480/7edc64f6ly8g5h53rtnsqj20u01960wj.jpg', 'like': False, 'like_me': False, 'badge': {'dailv': 1, 'dzwbqlx_2016': 1, 'follow_whitelist_video': 1, 'user_name_certificate': 1, 'relation_display': 1, 'status_visible': 1, 'hongrenjie_2019': 1, 'china_2019': 1, 'rrgyj_2019': 1, 'hongbao_2020': 2, 'feiyan_2020': 1, 'daka_2020': 1}}",True,燕山派,0,科技评论人，一名安静的新品体验分享者，骨灰级数码玩家，非著名摄影师,IwIXmsEyw,
